Epoch_of_10,train_loss,train_accuracy,test_loss,test_accuracy
0,1.231894985071818,0.5618,0.9505465896606445,0.6702
1,0.8340395997153388,0.7117111111111111,1.0942376672744751,0.6432
2,0.6914659546958075,0.7607333333333334,0.8112276326179504,0.7174
3,0.6064690860854255,0.7908444444444445,0.7435327915191651,0.74
4,0.5441995662795173,0.8117555555555556,0.8662093828201294,0.7252
5,0.48905664575364854,0.8314888888888889,0.6625134728431702,0.7762
6,0.44580477169884575,0.8475555555555555,0.7514859907150269,0.745
7,0.40410156337949965,0.8612,0.7086325838088989,0.7668
8,0.3718947683281369,0.8747111111111111,0.6756533002853393,0.7716
9,0.3347666763040755,0.8876666666666667,0.6269313366889954,0.789
