Epoch_of_20,train_loss,train_accuracy,test_loss,test_accuracy
0,1.9304512560187446,0.29430222222222224,2.752364486503601,0.1142
1,1.7594587180285983,0.36172,2.7388099744796754,0.113
2,1.6567186007097032,0.40295555555555557,3.1548305918693544,0.1202
3,1.5944961967256335,0.4266666666666667,2.83843593044281,0.1428
4,1.552931498307122,0.44208,3.4595877975463867,0.1414
5,1.5293078091345893,0.4497111111111111,3.1783405096054076,0.1594
6,1.5099043789927165,0.45796888888888887,3.5389389237403868,0.1354
7,1.497900502289666,0.4623688888888889,3.5845843730926514,0.1578
8,1.488355829149882,0.46640444444444445,5.555663663101196,0.1432
9,1.478302971127828,0.46980444444444447,4.576731349086762,0.1436
10,1.4708101685587565,0.4733866666666667,3.806135206222534,0.1482
11,1.4644384246571858,0.47473333333333334,3.656740805053711,0.1434
12,1.4588673103374905,0.4772666666666667,4.2293281047821045,0.129
13,1.4536446590635512,0.47862666666666664,4.200256449890137,0.1722
14,1.4504324186367459,0.48090666666666665,4.177536343193054,0.1516
15,1.4447693110614352,0.48127555555555557,4.479278027725219,0.1646
16,1.4410392171732584,0.4845244444444444,3.4775152099609374,0.1796
17,1.4374318805185953,0.48546666666666666,5.383207783842087,0.1208
18,1.4345711921225655,0.48547111111111113,4.418732093048096,0.1408
19,1.431635755750868,0.48652,4.271685906600952,0.1758
